path	media_type	source_group	authority	method	evidence	bytes	width	height
magica/resource/image_web/_json/SecondPartLastInfo.json	json	localized-runtime-json	reviewed-root-translation	stable-key-localized-runtime-json	manual-visible-round3 stable-key review	2977		
magica/resource/image_web/_json/help.json	json	localized-runtime-json	mixed-official-cn-and-reviewed-root-translation	stable-key-localized-runtime-json	authority-source-exhaustion-round3 plus manual-visible-round3	183876		
magica/resource/image_web/_json/puellaHistoria/overview.json	json	localized-runtime-json	wiki-authority	stable-key-localized-runtime-json	authority-source-exhaustion-round3/wiki_puella_historia_overview.tsv	2221		
magica/resource/image_web/banner/announce/banner_0119_m.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#banner/announce/banner_0119_m.png	59195	680	180
magica/resource/image_web/banner/announce/banner_0500_m.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#banner/announce/banner_0500_m.png	69005	680	180
magica/resource/image_web/banner/common/banner_purchase_001_1_a.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#banner/common/banner_purchase_001_1_a.png	19647	452	110
magica/resource/image_web/banner/gacha/gachabanner_0730_m.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#banner/gacha/gachabanner_0730_m.png	55822	680	180
magica/resource/image_web/campaign/arena_reward_up/common/arena_coin_2000.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#1	6745	372	176
magica/resource/image_web/campaign/box_gacha/common/icon_pickup.png	png	official-cn-gap-direct	official-cn-legacy-client-image	copy-official-cn-same-path	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay-round2/overlay_manifest.json#SOURCE-IMG-0001	2656	62	62
magica/resource/image_web/campaign/box_gacha/common/icon_pickup_gray.png	png	official-cn-gap-direct	official-cn-legacy-client-image	copy-official-cn-same-path	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay-round2/overlay_manifest.json#SOURCE-IMG-0002	2446	62	62
magica/resource/image_web/campaign/box_gacha/common/icon_purchased.png	png	official-cn-gap-direct	official-cn-legacy-client-image	copy-official-cn-same-path	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay-round2/overlay_manifest.json#SOURCE-IMG-0003	1196	57	60
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_291_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#2	63483	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_292_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#3	58161	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_293_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#4	55325	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_294_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#5	52975	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_295_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#6	48233	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_296_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#7	50506	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_297_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#8	58726	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_298_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#9	56590	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_299_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#10	57746	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_300_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#11	61770	680	180
magica/resource/image_web/campaign/gacha_lineup/1078/lineup_banner_301_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#12	52434	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_307_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#13	63483	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_308_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#14	58161	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_309_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#15	55325	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_310_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#16	52975	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_311_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#17	48233	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_312_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#18	50506	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_313_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#19	58726	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_314_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#20	56590	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_315_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#21	57746	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_316_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#22	61770	680	180
magica/resource/image_web/campaign/gacha_lineup/1079/lineup_banner_317_m.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#23	52434	680	180
magica/resource/image_web/campaign/gacha_lineup/common/btn_memorial_gachatop.png	png	official-cn-gap-direct	official-cn-legacy-client-image	copy-official-cn-same-path	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay-round2/overlay_manifest.json#SOURCE-IMG-0004	6430	106	110
magica/resource/image_web/campaign/gacha_lineup/common/btn_serect.png	png	official-cn-gap-direct	official-cn-legacy-client-image	copy-official-cn-same-path	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay-round2/overlay_manifest.json#SOURCE-IMG-0005	2708	132	34
magica/resource/image_web/campaign/half_ap/1015/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#24	9813	372	176
magica/resource/image_web/campaign/half_ap/1020/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#25	9767	372	176
magica/resource/image_web/campaign/half_ap/1022/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#26	9812	372	176
magica/resource/image_web/campaign/half_ap/1025/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#27	9021	372	176
magica/resource/image_web/campaign/half_ap/1033/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#28	9459	372	176
magica/resource/image_web/campaign/half_ap/1047/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#29	9021	372	176
magica/resource/image_web/campaign/half_ap/1054/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#30	9414	372	176
magica/resource/image_web/campaign/half_ap/1059/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#31	9850	372	176
magica/resource/image_web/campaign/half_ap/1074/global_icon.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#32	14569	372	176
magica/resource/image_web/campaign/half_ap/common/ap_all_half.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#33	8963	372	176
magica/resource/image_web/campaign/half_ap/common/ap_main_half.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#34	9935	372	176
magica/resource/image_web/campaign/half_ap/common/icon_ap_half.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#campaign/half_ap/common/icon_ap_half.png	1231	126	26
magica/resource/image_web/campaign/half_ap/common/icon_ap_half_02.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#campaign/half_ap/common/icon_ap_half_02.png	1368	109	26
magica/resource/image_web/campaign/half_ap/common/icon_ap_half_s.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#campaign/half_ap/common/icon_ap_half_s.png	1070	102	20
magica/resource/image_web/campaign/login_bonus/1010/campaign_1010_bg.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#35	383783	1024	768
magica/resource/image_web/campaign/login_bonus/1018/campaign_1018_bg.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#36	383783	1024	768
magica/resource/image_web/campaign/login_bonus/1037/campaign_1037_bg.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#37	383783	1024	768
magica/resource/image_web/campaign/login_bonus/1057/campaign_1057_bg.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#38	383783	1024	768
magica/resource/image_web/campaign/login_bonus/common/campaign_result_tx.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#campaign/login_bonus/common/campaign_result_tx.png	17861	433	174
magica/resource/image_web/campaign/point_up/common/card_compose_all_2000.png	png	official-cn-gap-direct	official-cn-legacy-client-image	copy-official-cn-same-path	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay-round2/overlay_manifest.json#SOURCE-IMG-0006	4344	142	76
magica/resource/image_web/campaign/point_up/common/expp_all_2000.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#campaign/point_up/common/expp_all_2000.png	8626	372	176
magica/resource/image_web/campaign/point_up/common/yell_all_2000.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#campaign/point_up/common/yell_all_2000.png	6622	372	132
magica/resource/image_web/campaign/story/1005/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#23	6878	552	54
magica/resource/image_web/campaign/story/1008/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#24	7074	552	54
magica/resource/image_web/campaign/story/1011/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#25	6840	552	54
magica/resource/image_web/campaign/story/1013/campaign_bg_01.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#39	254253	1024	768
magica/resource/image_web/campaign/story/1014/campaign_bg_01.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#40	179519	1024	768
magica/resource/image_web/campaign/story/1017/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#26	7582	552	54
magica/resource/image_web/campaign/story/1019/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#27	7406	552	54
magica/resource/image_web/campaign/story/1023/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#28	10810	552	54
magica/resource/image_web/campaign/story/1032/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#29	10810	552	54
magica/resource/image_web/campaign/story/1043/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#30	9060	552	54
magica/resource/image_web/campaign/story/1046/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#31	7135	552	54
magica/resource/image_web/campaign/story/1049/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#32	6663	552	54
magica/resource/image_web/campaign/story/1051/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#33	6650	552	54
magica/resource/image_web/campaign/story/1061/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#34	7082	552	54
magica/resource/image_web/campaign/story/1072/story_collection_title.png	png	official-cn-dynamic-direct	official-cn-legacy-client-image	copy-official-cn	dynamic_image_recovery_audit_20260819/official_cn_direct_357_product_patch.json#35	7290	552	54
magica/resource/image_web/campaign/story/common/campaign_result_tx.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#campaign/story/common/campaign_result_tx.png	21205	433	174
magica/resource/image_web/chapter/chapter_11.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#41	15731	430	300
magica/resource/image_web/chapter/chapter_12.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#42	16595	430	300
magica/resource/image_web/chapter/chapter_13.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#43	15644	430	300
magica/resource/image_web/chapter/chapter_14.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#44	14583	430	300
magica/resource/image_web/chapter/chapter_15.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#45	15213	430	300
magica/resource/image_web/chapter/chapter_16.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#46	15109	430	300
magica/resource/image_web/chapter/chapter_17.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#47	15209	430	300
magica/resource/image_web/chapter/chapter_18.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#48	14518	430	300
magica/resource/image_web/chapter/chapter_20.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#49	14702	430	300
magica/resource/image_web/chapter/chapter_21.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#50	15178	430	300
magica/resource/image_web/chapter/chapter_22.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#51	15454	430	300
magica/resource/image_web/chapter/chapter_23.png	png	official-cn-dynamic-remaining	official-cn	official-cn-stage-bytes	dynamic_image_recovery_audit_20260819/remaining_dynamic_162_product_patch.json#52	15404	430	300
magica/resource/image_web/common/chara/bg_chara_memoria_none_1_a.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/chara/bg_chara_memoria_none_1_a.png	6278	600	100
magica/resource/image_web/common/chara/bg_chara_memoria_none_2_a.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/chara/bg_chara_memoria_none_2_a.png	6194	600	100
magica/resource/image_web/common/chara/bg_chara_memoria_none_3_a.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/chara/bg_chara_memoria_none_3_a.png	6215	600	100
magica/resource/image_web/common/chara/bg_chara_memoria_off.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/chara/bg_chara_memoria_off.png	4126	600	100
magica/resource/image_web/common/chara/lv_max.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#common/chara/lv_max.png	1573	74	22
magica/resource/image_web/common/chara/result_text_episode_level.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#common/chara/result_text_episode_level.png	7516	282	110
magica/resource/image_web/common/chara/result_text_evolve.png	png	official-cn-gap-direct	official-cn-legacy-client-image	copy-official-cn-same-path	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay-round2/overlay_manifest.json#SOURCE-IMG-0007	4765	282	110
magica/resource/image_web/common/chara/result_text_level.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#common/chara/result_text_level.png	6064	282	110
magica/resource/image_web/common/chara/result_text_magia_level.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#common/chara/result_text_magia_level.png	8286	282	110
magica/resource/image_web/common/closed/condition_01.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/closed/condition_01.png	3204	90	40
magica/resource/image_web/common/closed/condition_02.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/closed/condition_02.png	3189	90	40
magica/resource/image_web/common/closed/condition_03.png	png	official-cn-gap-direct	official-cn-legacy-client-image	copy-official-cn-same-path	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay-round2/overlay_manifest.json#SOURCE-IMG-0008	3209	90	40
magica/resource/image_web/common/filter/btn_memoria_ascending.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/filter/btn_memoria_ascending.png	1347	80	24
magica/resource/image_web/common/filter/btn_memoria_descending.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/filter/btn_memoria_descending.png	1364	80	24
magica/resource/image_web/common/global/connecting.png	png	preexisting-verified-ui	confirmed-human-current-canvas	preexisting-reviewed-product-asset	Git history 12ac9b35; reviewed loading label and Kyubey outline	51083	334	54
magica/resource/image_web/common/global/gacha_badge.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	3094	104	46
magica/resource/image_web/common/global/gacha_badge_a.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	2780	104	46
magica/resource/image_web/common/global/gacha_badge_c.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#common/global/gacha_badge_c.png	3094	104	46
magica/resource/image_web/common/global/global_back.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	5693	178	85
magica/resource/image_web/common/global/global_battle.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	41979	352	382
magica/resource/image_web/common/global/global_extermination.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/global/global_extermination.png	37299	352	382
magica/resource/image_web/common/global/global_gacha.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	19766	208	246
magica/resource/image_web/common/global/global_kimochi_a.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#common/global/global_kimochi_a.png	54783	352	382
magica/resource/image_web/common/global/global_memoria.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	20574	208	246
magica/resource/image_web/common/global/global_menu_hover.png	png	preexisting-verified-ui	current-formal-product-asset	preexisting-reviewed-product-asset	homepage-icons-pathset-audit-v1-20260906#common/global/global_menu_hover.png	4968	164	164
magica/resource/image_web/common/global/global_mission.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	18893	208	246
magica/resource/image_web/common/global/global_patrol_a.png	png	careful-human-current-canvas	careful-human-translation-on-current-us-canvas	reviewed-current-canvas-localization	magica/research/totentanz-full-localization-20260817/web-images/localized_ui_image_manifest.json#common/global/global_patrol_a.png	55543	352	382
magica/resource/image_web/common/global/global_quest.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	39385	352	382
magica/resource/image_web/common/global/global_shop.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	20041	208	220
magica/resource/image_web/common/global/global_team.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	41686	352	382
magica/resource/image_web/common/global/global_unit.png	png	preexisting-verified-ui	official-cn-legacy-client-image	preexisting-reviewed-product-asset	exact official-CN asset	19090	208	246
magica/resource/image_web/common/global/update2/global_gacha.png	png	preexisting-verified-ui	official-cn-current-canvas-adaptation	preexisting-reviewed-product-asset	official label reused on update2 canvas	19766	208	246
magica/resource/image_web/common/global/update2/global_memoria.png	png	preexisting-verified-ui	official-cn-current-canvas-adaptation	preexisting-reviewed-product-asset	official label reused on update2 canvas	20574	208	246
magica/resource/image_web/common/global/update2/global_mission.png	png	preexisting-verified-ui	official-cn-current-canvas-adaptation	preexisting-reviewed-product-asset	official label reused on update2 canvas	18895	208	246
magica/resource/image_web/common/global/update2/global_shop.png	png	preexisting-verified-ui	official-cn-current-canvas-adaptation	preexisting-reviewed-product-asset	official label reflowed on update2 canvas	53474	184	196
magica/resource/image_web/common/global/update2/global_team.png	png	preexisting-verified-ui	official-cn-current-canvas-adaptation	preexisting-reviewed-product-asset	official label reflowed on update2 canvas	50061	184	196
magica/resource/image_web/common/global/update2/global_unit.png	png	preexisting-verified-ui	official-cn-current-canvas-adaptation	preexisting-reviewed-product-asset	official label reused on update2 canvas	19090	208	246
magica/resource/image_web/common/icon/icon_purchased.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/icon/icon_purchased.png	1001	34	20
magica/resource/image_web/common/logo/logo.png	png	official-cn-same-path	official-cn-legacy-client	copy-official-cn-same-path-same-geometry	magica/research/totentanz-full-localization-20260817/official-cn-image-overlay/overlay_manifest.json#common/logo/logo.png	214084	1531	931
