dependency	referenced_by	exists_product	exists_official_old	exists_upstream	classification
template/quest/QuestBattleSelect.html	js/quest/QuestBattleSelect.js	True	True	True	already-in-product
template/quest/QuestDetailPopup.html	js/view/quest/QuestListPartsView.js	False	True	False	missing-product-official-old-only
template/quest/QuestResult.html	js/view/quest/QuestResultView.js	False	True	False	missing-product-official-old-only
template/quest/SubQuest.html	js/view/quest/SubQuestView.js	False	True	False	missing-product-official-old-only
template/quest/SupportSelect.html	js/quest/SupportSelect.js	True	True	True	already-in-product
template/quest/puellaHistoria/MirrorParts.html	js/quest/puellaHistoria/MirrorPartsView.js	False	True	False	missing-product-official-old-only
template/quest/puellaHistoria/OutlinePopup.html	js/quest/QuestBattleSelect.js	False	True	True	missing-product-old+upstream-exist
template/quest/puellaHistoria/OverviewPopup.html	js/quest/puellaHistoria/MirrorPartsView.js	False	True	False	missing-product-official-old-only
template/quest/puellaHistoria/lastBattle/GroupRaid.html	js/quest/puellaHistoria/lastBattle/GroupRaid.js	True	False	True	already-in-product
template/quest/puellaHistoria/lastBattle/GroupRaidNativeParts.html	js/quest/puellaHistoria/lastBattle/parts/GroupRaid/NativeMain.js	True	False	False	already-in-product
template/quest/puellaHistoria/lastBattle/SingleRaid.html	js/quest/puellaHistoria/lastBattle/SingleRaid.js	True	True	True	already-in-product
template/quest/puellaHistoria/lastBattle/SingleRaidNativeParts.html	js/quest/puellaHistoria/lastBattle/parts/SingleRaid/NativeMain.js	False	True	False	missing-product-official-old-only
template/quest/puellaHistoria/lastBattle/Stamp.html	js/quest/puellaHistoria/lastBattle/parts/GroupRaid/Stamp.js	True	False	False	already-in-product
template/quest/puellaHistoria/lastBattle/SubBossList.html	js/quest/puellaHistoria/lastBattle/parts/GroupRaid/SubBossPopup.js	True	False	False	already-in-product
template/quest/puellaHistoria/lastBattle/SubBossPopup.html	js/quest/puellaHistoria/lastBattle/parts/GroupRaid/SubBossPopup.js	False	False	False	missing-all-captures-or-network-endpoint
template/quest/secondPartLast/EnemyDetailPopup.html	js/quest/secondPartLast/EnemyDetailPopup.js	True	True	False	already-in-product
template/quest/secondPartLast/Formation.html	js/quest/secondPartLast/Formation.js	True	True	True	already-in-product
template/quest/secondPartLast/parts/StageParts.html	js/quest/secondPartLast/parts/StagePartsView.js	False	True	False	missing-product-official-old-only
template/regularEvent/RegularEventTop.html	js/regularEvent/RegularEventTop.js	True	True	False	already-in-product
template/regularEvent/accomplish/RegularEventAccomplishTop.html	js/regularEvent/accomplish/RegularEventAccomplishTop.js	True	True	True	already-in-product
template/regularEvent/extermination/RegularEventExterminationBattleSelect.html	js/regularEvent/extermination/RegularEventExterminationBattleSelect.js	True	True	True	already-in-product
template/regularEvent/extermination/RegularEventExterminationBattleSelectStageParts.html	js/regularEvent/extermination/view/RegularEventExterminationBattleSelectStagePartsView.js	False	True	False	missing-product-official-old-only
template/regularEvent/extermination/RegularEventExterminationFormation.html	js/regularEvent/extermination/RegularEventExterminationFormation.js	True	True	True	already-in-product
template/regularEvent/extermination/RegularEventExterminationTop.html	js/regularEvent/extermination/RegularEventExterminationTop.js	True	True	True	already-in-product
template/regularEvent/groupBattle/RegularEventGroupBattleBoss.html	js/regularEvent/groupBattle/view/BossPageView.js	True	True	False	already-in-product
template/regularEvent/groupBattle/RegularEventGroupBattleRanking.html	js/regularEvent/groupBattle/view/RankingPageView.js	True	True	False	already-in-product
template/regularEvent/groupBattle/RegularEventGroupBattleResult.html	js/regularEvent/groupBattle/view/ResultPageView.js	True	True	False	already-in-product
template/regularEvent/groupBattle/RegularEventGroupBattleSelectDifficulty.html	js/regularEvent/groupBattle/RegularEventGroupBattleTop.js	False	True	True	missing-product-old+upstream-exist
template/regularEvent/groupBattle/RegularEventGroupBattleSelectUnion.html	js/regularEvent/groupBattle/RegularEventGroupBattleSelectUnion.js	False	True	True	missing-product-old+upstream-exist
template/regularEvent/groupBattle/RegularEventGroupBattleUser.html	js/regularEvent/groupBattle/view/UserPageView.js	True	True	False	already-in-product
template/regularEvent/groupBattle/RegularEventGroupCommon.html	js/regularEvent/groupBattle/RegularEventGroupBattleTop.js	True	True	True	already-in-product
template/shop/ShopTop.html	js/view/shop/ShopTopView.js;js/view/shop/q.js	True	True	False	already-in-product
template/test/Backdoor.html	js/test/Backdoor.js	True	True	True	already-in-product
template/test/BackdoorEpLv.html	js/test/BackdoorEpLv.js	False	True	True	missing-product-old+upstream-exist
template/test/BackdoorQuestList.html	js/test/BackdoorQuestList.js	False	True	True	missing-product-old+upstream-exist
template/test/CameraTest.html	js/test/CameraTest.js	True	True	False	already-in-product
template/test/CreateTestUser.html	js/test/CreateTestUser.js	False	True	False	missing-product-official-old-only
template/test/MailSendTest.html	js/test/MailSendTest.js	True	False	True	already-in-product
template/test/NativeSandBox.html	js/test/NativeSandBox.js	False	True	True	missing-product-old+upstream-exist
template/test/SdCharaTest.html	js/test/SdCharaTest.js	True	False	True	already-in-product
template/test/SoundTest.html	js/test/SoundTest.js	False	True	True	missing-product-old+upstream-exist
template/test/StyleTemplate.html	js/test/StyleTemplate.js	False	True	True	missing-product-old+upstream-exist
template/test/backdoorList.html	js/test/BackdoorList.js	True	True	True	already-in-product
template/top/TopPage.html	js/top/TopPage.js	True	True	True	already-in-product
template/tutorial/TutorialNavi.html	js/view/tutorial/TutorialPopupView.js	True	True	True	already-in-product
template/user/APPopup.html	js/view/user/APPopup.js	True	True	False	already-in-product
template/user/APPopup2.html	js/view/user/APPopup.js	True	True	False	already-in-product
template/user/APPopupForMoney.html	js/view/user/APPopup.js	True	True	False	already-in-product
template/user/AnnouncePopupTemp.html	js/_common/backboneCommon.js;js/campaign/box_gacha/CampaignBoxGachaTop.js;js/event/arenaMission/EventArenaMissionTop.js;js/user/MyPage.js;js/view/tutorial/TutorialPopupView.js;js/view/user/BannerView.js	False	True	True	missing-product-old+upstream-exist
template/user/AnnounceTemp.html	js/view/system/AnnounceView.js	True	True	True	already-in-product
template/user/AnnounceTempMainte.html	js/view/system/AnnounceView.js	True	True	True	already-in-product
template/user/BackgroundSet.html	js/user/BackgroundSet.js	True	True	True	already-in-product
template/user/EventRecord.html	js/user/EventRecord.js	True	True	True	already-in-product
template/user/MyPage.html	js/user/MyPage.js	False	True	True	missing-product-old+upstream-exist
template/user/MyProfilePopup.html	js/view/user/MyProfilePopup.js	True	True	True	already-in-product
template/user/MyProfilePopup2.html	js/view/user/MyProfilePopup.js	True	True	True	already-in-product
template/user/ReviewPopTemp.html	js/user/MyPage.js	True	True	True	already-in-product
template/user/SetTitlePopup.html	js/view/user/MyProfilePopup.js	True	True	True	already-in-product
template/util/SearchQuest.html	js/util/SearchQuest.js	True	True	True	already-in-product
