path	extension	coarse_class	size
json/userArenaBattle/info.json	.json	generated-transport-json-not-whole-file-overlay	64815
json/userCard/abilitySale.json	.json	generated-transport-json-not-whole-file-overlay	2914
json/userCard/bulkCustomize.json	.json	generated-transport-json-not-whole-file-overlay	9996
json/userCard/compose.json	.json	generated-transport-json-not-whole-file-overlay	12285
json/userCard/customize.json	.json	generated-transport-json-not-whole-file-overlay	3922
json/userCard/evolve.json	.json	generated-transport-json-not-whole-file-overlay	31930
json/userCard/limitBreak.json	.json	generated-transport-json-not-whole-file-overlay	23159
json/userCard/list.json	.json	generated-transport-json-not-whole-file-overlay	151043
json/userCard/map.json	.json	generated-transport-json-not-whole-file-overlay	6060
json/userCard/sale.json	.json	generated-transport-json-not-whole-file-overlay	3369
json/userChapter/list.json	.json	generated-transport-json-not-whole-file-overlay	2075
json/userChara/list.json	.json	generated-transport-json-not-whole-file-overlay	588618
json/userChara/sale.json	.json	generated-transport-json-not-whole-file-overlay	18460
json/userChara/visualize.json	.json	generated-transport-json-not-whole-file-overlay	4797
json/userCharaEnhancementCell/list.json	.json	generated-transport-json-not-whole-file-overlay	30650
json/userCharaEnhancementCell/multipleopen.json	.json	generated-transport-json-not-whole-file-overlay	150760
json/userCharaEnhancementCell/open.json	.json	generated-transport-json-not-whole-file-overlay	150760
json/userCharaEnhancementCell/reset.json	.json	generated-transport-json-not-whole-file-overlay	66
json/userDailyChallenge/list.json	.json	generated-transport-json-not-whole-file-overlay	7458
json/userDailyChallenge/receive.json	.json	generated-transport-json-not-whole-file-overlay	1367
json/userDeck/changeName.json	.json	generated-transport-json-not-whole-file-overlay	104
json/userDeck/delete.json	.json	generated-transport-json-not-whole-file-overlay	2
json/userDeck/list.json	.json	generated-transport-json-not-whole-file-overlay	10703
json/userDeck/save.json	.json	generated-transport-json-not-whole-file-overlay	926
json/userDoppel/list.json	.json	generated-transport-json-not-whole-file-overlay	2317
json/userFollow/list.json	.json	generated-transport-json-not-whole-file-overlay	1529
json/userFormationSheet/list.json	.json	generated-transport-json-not-whole-file-overlay	10785
json/userGift/list.json	.json	generated-transport-json-not-whole-file-overlay	39262
json/userGift/sell.json	.json	generated-transport-json-not-whole-file-overlay	450
json/userItem/list.json	.json	generated-transport-json-not-whole-file-overlay	246498
json/userItem/sell.json	.json	generated-transport-json-not-whole-file-overlay	642
json/userItem/use.json	.json	generated-transport-json-not-whole-file-overlay	961
json/userLimitedChallenge/list.json	.json	generated-transport-json-not-whole-file-overlay	1061286
json/userLimitedChallenge/receive.json	.json	generated-transport-json-not-whole-file-overlay	2089
json/userLive2d/list.json	.json	generated-transport-json-not-whole-file-overlay	7006
json/userPiece/archive.json	.json	generated-transport-json-not-whole-file-overlay	2147
json/userPiece/compose.json	.json	generated-transport-json-not-whole-file-overlay	4288
json/userPiece/list.json	.json	generated-transport-json-not-whole-file-overlay	89113
json/userPiece/multipleProtect.json	.json	generated-transport-json-not-whole-file-overlay	4094
json/userPiece/protect.json	.json	generated-transport-json-not-whole-file-overlay	2235
json/userPiece/sale.json	.json	generated-transport-json-not-whole-file-overlay	4721
json/userPiece/unarchive.json	.json	generated-transport-json-not-whole-file-overlay	2148
json/userPiece/unprotect.json	.json	generated-transport-json-not-whole-file-overlay	2204
json/userPieceArchive/list.json	.json	generated-transport-json-not-whole-file-overlay	11711
json/userPieceSet/list.json	.json	generated-transport-json-not-whole-file-overlay	802
json/userQuestAdventure/list.json	.json	generated-transport-json-not-whole-file-overlay	25517
json/userQuestAdventure/regist.json	.json	generated-transport-json-not-whole-file-overlay	2
json/userQuestBattle/list.json	.json	generated-transport-json-not-whole-file-overlay	231524
json/userSection/list.json	.json	generated-transport-json-not-whole-file-overlay	44043
json/userStatus/list.json	.json	generated-transport-json-not-whole-file-overlay	2989
json/userTotalChallenge/list.json	.json	generated-transport-json-not-whole-file-overlay	30052
json/userTotalChallenge/receive.json	.json	generated-transport-json-not-whole-file-overlay	4855
json/userTotalChallenge/receive/all.json	.json	generated-transport-json-not-whole-file-overlay	28
json/userLimitedChallenge/receive/all.json	.json	generated-transport-json-not-whole-file-overlay	3487
json/userLimitedChallenge/receive/campaignAll.json	.json	generated-transport-json-not-whole-file-overlay	16207
json/userLimitedChallenge/receive/eventAll.json	.json	generated-transport-json-not-whole-file-overlay	3487
